	SYMBOL	ENTREZID
4134	RPRD2	23248
4135	DDX46	9879
4136	ATXN7	6314
4137	HOMEZ	57594
4138	SYTL3	94120
4139	EGFR	1956
4140	DIP2A	23181
4141	SMG6	23293
4142	RANGRF	29098
4143	EPB41L1	2036
4144	LMO4	8543
4145	PFKM	5213
4146	UBL7	84993
4147	CHURC1-FNTB	100529261
4148	XKR8	55113
4149	CPSF6	11052
4150	TAF9B	51616
4151	HNRNPR	10236
4152	LRP6	4040
4153	PSME1	5720
4154	EMC3	55831
4155	MCOLN1	57192
4156	BLCAP	10904
4157	DIMT1	27292
4158	RAP2C	57826
4159	ZNF624	57547
4160	CHTOP	26097
4161	CREBBP	1387
4162	HSPA9	3313
4163	LARP1B	55132
4164	USP22	23326
4165	ERAP1	51752
4166	PTPN21	11099
4167	MOSPD2	158747
4168	UEVLD	55293
4169	GDI2	2665
4170	TOM1L1	10040
4171	TMEM138	51524
4172	COMMD8	54951
4173	TMEM18	129787
4174	PDP1	54704
4175	YKT6	10652
4176	SPATS2	65244
4177	GNPTG	84572
4178	CLN8	2055
4179	CDC42SE1	56882
4180	CHCHD3	54927
4181	NUP188	23511
4182	KLHL12	59349
4183	VIPAS39	63894
4184	ATP6V0C	527
4185	OST4	100128731
4186	SKAP2	8935
4187	EIF4G1	1981
4188	EYA3	2140
4189	INPPL1	3636
4190	NOA1	84273
4191	P4HB	5034
4192	AGAP3	116988
4193	NDUFB1	4707
4194	EMC6	83460
4195	RSU1	6251
4196	FAM149B1	317662
4197	PRELID2	153768
4198	FBXO28	23219
4199	HSP90B1	7184
4200	NRBP2	340371
4201	MFSD10	10227
4202	KIAA0040	9674
4203	GNL1	2794
4204	HDDC3	374659
4205	CCDC82	79780
4206	BAZ1A	11177
4207	KLF8	11279
4208	F11R	50848
4209	PFKL	5211
4210	POLR2F	5435
4211	ZNF28	7576
4212	PLXNA2	5362
4213	AGAP11	119385
4214	KRT10	3858
4215	ORMDL2	29095
4216	ARHGEF40	55701
4217	ARL16	339231
4218	KAT6B	23522
4219	AMFR	267
4220	RAB11FIP5	26056
4221	TSR1	55720
4222	PLCH1	23007
4223	ATP11B	23200
4224	ZNF678	339500
4225	ZNF655	79027
4226	GEMIN7	79760
4227	PAK1IP1	55003
4228	CBX1	10951
4229	NSF	4905
4230	ASAH2B	653308
4231	GIN1	54826
4232	SF1	7536
4233	APMAP	57136
4234	L3HYPDH	112849
4235	CYB5R4	51167
4236	RAB23	51715
4237	PARVA	55742
4238	ECHDC2	55268
4239	RIN2	54453
4240	DNAJA2	10294
4241	USP24	23358
4242	GSTO1	9446
4243	LARS2	23395
4244	ANKRD9	122416
4245	UQCR11	10975
4246	INO80D	54891
4247	UBE2M	9040
4248	RUVBL2	10856
4249	ANKRA2	57763
4250	COX19	90639
4251	GPR89A	653519
4252	NDFIP1	80762
4253	ZBTB45	84878
4254	ZNF420	147923
4255	KCTD13	253980
4256	FAM107B	83641
4257	RPS13	6207
4258	IRGQ	126298
4259	PKP4	8502
4260	SNRNP35	11066
4261	STX3	6809
4262	ATP6V1F	9296
4263	TARDBP	23435
4264	RAB10	10890
4265	CNIH4	29097
4266	THADA	63892
4267	MAPK6	5597
4268	ANKRD50	57182
4269	HDAC11	79885
4270	CGRRF1	10668
4271	LSM11	134353
4272	NIPBL	25836
4273	ZZZ3	26009
4274	PARD6G	84552
4275	B3GAT3	26229
4276	LIPT1	51601
4277	PFDN1	5201
4278	RABIF	5877
4279	SLC35A3	23443
4280	EIF3F	8665
4281	CSNK2B	1460
4282	HS3ST1	9957
4283	NFATC2IP	84901
4284	P2RY2	5029
4285	TRAM2	9697
4286	AGFG2	3268
4287	ZBTB37	84614
4288	CSRNP2	81566
4289	MDH1	4190
4290	RAB8B	51762
4291	RNF113A	7737
4292	TMEM14C	51522
4293	MPST	4357
4294	GLI1	2735
4295	ZNF281	23528
4296	C3orf52	79669
4297	UXT	8409
4298	GADD45GIP1	90480
4299	PACS2	23241
4300	SNRNP48	154007
4301	G3BP1	10146
4302	POLR1C	9533
4303	TMLHE	55217
4304	SLC22A5	6584
4305	ZFAT	57623
4306	SH2B1	25970
4307	UBL4A	8266
4308	FBXW9	84261
4309	ZNF709	163051
4310	LRRCC1	85444
4311	IREB2	3658
4312	ARHGAP5	394
4313	ZNF816-ZNF321P	100529240
4314	MNAT1	4331
4315	ANGEL1	23357
4316	TNKS	8658
4317	HOXA13	3209
4318	TAF5L	27097
4319	STX10	8677
4320	ZNF431	170959
4321	VDR	7421
4322	E2F3	1871
4323	USP45	85015
4324	ZNF329	79673
4325	AFF1	4299
4326	TMEM126A	84233
4327	EZR	7430
4328	TJP2	9414
4329	USP1	7398
4330	PPP3CA	5530
4331	NUDT13	25961
4332	ARHGEF18	23370
4333	SIRT7	51547
4334	PRKCD	5580
4335	HADHB	3032
4336	PPIF	10105
4337	TFPT	29844
4338	GPANK1	7918
4339	SIRT6	51548
4340	CREBRF	153222
4341	DEK	7913
4342	PSMA2	5683
4343	DYNC1LI2	1783
4344	ZBTB47	92999
4345	ADRM1	11047
4346	STK17A	9263
4347	POLR3A	11128
4348	IRF2BPL	64207
4349	ANKRD17	26057
4350	LIMS1	3987
4351	CA5B	11238
4352	CHST12	55501
4353	UQCRC1	7384
4354	RLIM	51132
4355	FUT6	2528
4356	CACNB3	784
4357	MED24	9862
4358	STRADA	92335
4359	CCDC34	91057
4360	CENPV	201161
4361	ING2	3622
4362	TMEM8B	51754
4363	PPAT	5471
4364	PDE7A	5150
4365	SMARCE1	6605
4366	WWC3	55841
4367	PLEKHA8	84725
4368	ATXN7L1	222255
4369	AGBL5	60509
4370	SRSF2	6427
4371	C2CD3	26005
4372	SMYD5	10322
4373	PITX1	5307
4374	KLHL21	9903
4375	GNAS	2778
4376	THYN1	29087
4377	ZNF7	7553
4378	ZMIZ2	83637
4379	ACBD6	84320
4380	PLEKHG6	55200
4381	FAM162A	26355
4382	DUS4L	11062
4383	SLC39A6	25800
4384	MBTPS2	51360
4385	ZNF391	346157
4386	AVPI1	60370
4387	RCN2	5955
4388	TSR2	90121
4389	SWSAP1	126074
4390	NMT1	4836
4391	ADAR	103
4392	TNKS1BP1	85456
4393	DDX5	1655
4394	BLOC1S1	2647
4395	GNL3	26354
4396	ARF1	375
4397	DNTTIP1	116092
4398	ZNF501	115560
4399	DEF6	50619
4400	CLPP	8192
4401	ZNF234	10780
4402	PRKCE	5581
4403	FA2H	79152
4404	UGT8	7368
4405	FKBPL	63943
4406	LANCL2	55915
4407	CISD1	55847
4408	NRIP1	8204
4409	FAM3C	10447
4410	CYLD	1540
4411	SERTAD1	29950
4412	RPL18	6141
4413	CHCHD2	51142
4414	NCAPH2	29781
4415	KHSRP	8570
4416	MIS18BP1	55320
4417	MTCH2	23788
4418	PIK3CB	5291
4419	AIMP2	7965
4420	SFT2D1	113402
4421	SEC63	11231
4422	ZSCAN5A	79149
4423	CUTC	51076
4424	TMEM168	64418
4425	DNAJB4	11080
4426	BRMS1L	84312
4427	PCGF3	10336
4428	RAD52	5893
4429	CDPF1	150383
4430	PPT1	5538
4431	CMTM7	112616
4432	CDK19	23097
4433	CSNK2A2	1459
4434	CLPTM1	1209
4435	UIMC1	51720
4436	PLCXD2	257068
4437	ADPRM	56985
4438	GPATCH2L	55668
4439	LIME1	54923
4440	SLC25A17	10478
4441	ENTPD6	955
4442	COPA	1314
4443	CORO1C	23603
4444	DGAT1	8694
4445	LRRC61	65999
4446	WASF2	10163
4447	UBE2I	7329
4448	ZNF195	7748
4449	ZNF205	7755
4450	GNPAT	8443
4451	STK38	11329
4452	USP54	159195
4453	THOC3	84321
4454	RNF103-CHMP3	100526767
4455	SCLY	51540
4456	RBM12	10137
4457	XRCC1	7515
4458	FAM110A	83541
4459	TYW3	127253
4460	IGF2R	3482
4461	CBX4	8535
4462	GRAMD1C	54762
4463	TMCO6	55374
4464	JMJD1C	221037
4465	ZNF48	197407
4466	RCC2	55920
4467	PTPN3	5774
4468	FUNDC2	65991
4469	VSIG10	54621
4470	UBA52	7311
4471	EWSR1	2130
4472	NIPAL2	79815
4473	ATP1B3	483
4474	ZNF330	27309
4475	DPY30	84661
4476	EID2	163126
4477	PPIP5K1	9677
4478	CLK1	1195
4479	ANKRD13A	88455
4480	FAM193A	8603
4481	RCBTB2	1102
4482	ZNF19	7567
4483	KLHL11	55175
4484	DESI2	51029
4485	YIPF6	286451
4486	THG1L	54974
4487	SETX	23064
4488	CWF19L2	143884
4489	PGAP3	93210
4490	POMT2	29954
4491	CCT4	10575
4492	PSMB8	5696
4493	TRMT2A	27037
4494	LPAR2	9170
4495	TTC39B	158219
4496	GTF2I	2969
4497	ING5	84289
4498	CERS2	29956
4499	FAM8A1	51439
4500	SSRP1	6749
4501	PRPS2	5634
4502	HARBI1	283254
4503	ARID3B	10620
4504	CAPN10	11132
4505	LYRM4	57128
4506	GBA2	57704
4507	EPS8L3	79574
4508	HNF4G	3174
4509	HYAL2	8692
4510	VPS13D	55187
4511	PRKX	5613
4512	PUS7	54517
4513	SARS2	54938
4514	C11orf24	53838
4515	WDR44	54521
4516	BCL2L2	599
4517	RAD54L2	23132
4518	PRR14	78994
4519	GORAB	92344
4520	FUT10	84750
4521	SMN1	6606
4522	NKIRAS1	28512
4523	SPRED2	200734
4524	GTPBP4	23560
4525	SLC4A7	9497
4526	ZNF57	126295
4527	B3GNT5	84002
4528	SNAPC1	6617
4529	MRPS14	63931
4530	TRPT1	83707
4531	PITPNC1	26207
4532	FBXW5	54461
4533	FRMD4B	23150
4534	TPP1	1200
4535	KIF9	64147
4536	BROX	148362
4537	PIP5K1B	8395
4538	SYPL1	6856
4539	ATP6V0D1	9114
4540	TRIM25	7706
4541	COX4I1	1327
4542	BLOC1S3	388552
4543	APBA3	9546
4544	GRWD1	83743
4545	CHST14	113189
4546	EIF5A	1984
4547	CTNNAL1	8727
4548	MEGF8	1954
4549	ZNF33B	7582
4550	NSUN7	79730
4551	ZBTB49	166793
4552	CDC7	8317
4553	PHF14	9678
4554	DYRK4	8798
4555	OSGEPL1	64172
4556	SURF2	6835
4557	ACAD8	27034
4558	SBF1	6305
4559	DAAM1	23002
4560	TMEM237	65062
4561	NAA25	80018
4562	COQ5	84274
4563	KIAA0930	23313
4564	ZBTB38	253461
4565	CADPS2	93664
4566	OSBPL3	26031
4567	MICAL1	64780
4568	SDR39U1	56948
4569	PACSIN2	11252
4570	SS18L2	51188
4571	SWT1	54823
4572	CEP192	55125
4573	UBE3D	90025
4574	PIBF1	10464
4575	CELF6	60677
4576	NDUFA13	51079
4577	NME3	4832
4578	SETD4	54093
4579	LZTS2	84445
4580	PUS3	83480
4581	YWHAZ	7534
4582	SLC17A5	26503
4583	TOP3A	7156
4584	NCEH1	57552
4585	LTV1	84946
4586	COQ2	27235
4587	RIPK2	8767
4588	CAMTA1	23261
4589	TPCN2	219931
4590	COG2	22796
4591	RUNDC1	146923
4592	CDADC1	81602
4593	PDE3B	5140
4594	NDUFA5	4698
4595	ADAL	161823
4596	ZNF286A	57335
4597	ENSA	2029
4598	GOLPH3L	55204
4599	ZBTB4	57659
4600	ANKRD26	22852
4601	PNRC1	10957
4602	PIP5K1A	8394
4603	KDM3A	55818
4604	TMEM248	55069
4605	RAD51C	5889
4606	MTBP	27085
4607	ZNF449	203523
4608	UCHL5	51377
4609	SUPT16H	11198
4610	SPRTN	83932
4611	POU6F1	5463
4612	C1orf43	25912
4613	SNX6	58533
4614	PGP	283871
4615	PANX1	24145
4616	MZT2A	653784
4617	CNPY4	245812
4618	GALE	2582
4619	PAFAH1B1	5048
4620	IL11RA	3590
4621	B3GALNT2	148789
4622	HDAC4	9759
4623	ALMS1	7840
4624	DOCK1	1793
4625	GKAP1	80318
4626	CAPN13	92291
4627	SBDS	51119
4628	EIF2S2	8894
4629	HECTD1	25831
4630	CEP89	84902
4631	SKP2	6502
4632	ZNF442	79973
4633	MTG1	92170
4634	ICA1	3382
4635	ARID1B	57492
4636	TTC7A	57217
4637	RSL1D1	26156
4638	EPS15L1	58513
4639	CPD	1362
4640	MTHFD1	4522
4641	TCF3	6929
4642	METTL13	51603
4643	NHLRC3	387921
4644	IQSEC2	23096
4645	TP53RK	112858
4646	BCL2L1	598
4647	RAVER1	125950
4648	MUTYH	4595
4649	ZNF446	55663
4650	UPF2	26019
4651	ALKBH2	121642
4652	SLC9A8	23315
4653	TTC14	151613
4654	KRTCAP2	200185
4655	CALR	811
4656	MFSD5	84975
4657	ZCCHC3	85364
4658	KANSL1L	151050
4659	TTC13	79573
4660	TOM1L2	146691
4661	TP53I11	9537
4662	APOOL	139322
4663	TCHP	84260
4664	PSPH	5723
4665	ITPRIPL2	162073
4666	ZDHHC20	253832
4667	WBP11	51729
4668	LGI4	163175
4669	RAB3IP	117177
4670	TRIM41	90933
4671	DCTD	1635
4672	ZDHHC4	55146
4673	CXXC5	51523
4674	ANAPC11	51529
4675	THBS3	7059
4676	PRDX2	7001
4677	HEATR3	55027
4678	ZNF653	115950
4679	PGD	5226
4680	DUSP16	80824
4681	SLC25A46	91137
4682	ZNF775	285971
4683	PREB	10113
4684	ACSL3	2181
4685	FAM50A	9130
4686	EIF6	3692
4687	RNF144B	255488
4688	SERBP1	26135
4689	TBCEL	219899
4690	GAS2L3	283431
4691	TRAPPC2L	51693
4692	TMEM181	57583
4693	TMEM9B	56674
4694	SNRPB2	6629
4695	TRMT61A	115708
4696	ATP11C	286410
4697	DNAJC1	64215
4698	FNBP1L	54874
4699	PPM1M	132160
4700	GTF2F1	2962
4701	NOSIP	51070
4702	NEK1	4750
4703	E2F6	1876
4704	ODF2	4957
4705	CCDC14	64770
4706	UNC13B	10497
4707	RBM28	55131
4708	BET1	10282
4709	STAMBPL1	57559
4710	KIAA0825	285600
4711	ARHGAP17	55114
4712	CHCHD10	400916
4713	NDUFV1	4723
4714	VKORC1	79001
4715	YES1	7525
4716	TTI1	9675
4717	CDK6	1021
4718	WRAP73	49856
4719	SUCLG1	8802
4720	GALK2	2585
4721	PEX10	5192
4722	OMA1	115209
4723	ZNF776	284309
4724	FAM167A	83648
4725	AP3S1	1176
4726	PDE4A	5141
4727	NDUFB6	4712
4728	TRIM11	81559
4729	JMY	133746
4730	SCAND1	51282
4731	EEF1D	1936
4732	FAM133B	257415
4733	PHACTR4	65979
4734	YIPF5	81555
4735	CCDC124	115098
4736	C17orf75	64149
4737	SP140L	93349
4738	IFT122	55764
4739	DECR1	1666
4740	TSC22D2	9819
4741	ARL6IP5	10550
4742	AMDHD2	51005
4743	NPEPPS	9520
4744	TRIP11	9321
4745	SLC25A39	51629
4746	CIB1	10519
4747	SMAD4	4089
4748	HCFC2	29915
4749	CCDC137	339230
4750	RECQL5	9400
4751	PFDN6	10471
4752	TEAD1	7003
4753	OSBPL2	9885
4754	C1orf74	148304
4755	ARID5B	84159
4756	B4GALT5	9334
4757	PPP2R1A	5518
4758	RPL36A-HNRNPH2	100529097
4759	DENND2A	27147
4760	PDCD2L	84306
4761	TTC32	130502
4762	CBX7	23492
4763	TXNL4A	10907
4764	ALG10B	144245
4765	ZNF275	10838
4766	RCCD1	91433
4767	SCAF4	57466
4768	SNX16	64089
4769	PHF3	23469
4770	MIIP	60672
4771	CDK5RAP1	51654
4772	EIF3K	27335
4773	NOC2L	26155
4774	TRNT1	51095
4775	CHD1L	9557
4776	SNAPC2	6618
4777	RFX5	5993
4778	FHOD1	29109
4779	RASSF3	283349
4780	RBM47	54502
4781	PRPF6	24148
4782	POC1B	282809
4783	CTBS	1486
4784	PHF8	23133
4785	MTF1	4520
4786	FZD1	8321
4787	TMCO1	54499
4788	IFIT5	24138
4789	C14orf28	122525
4790	TOB2	10766
4791	CLDN7	1366
4792	C1orf50	79078
4793	SREK1	140890
4794	UBE2G1	7326
4795	BARD1	580
4796	FUNDC1	139341
4797	OS9	10956
4798	DAGLA	747
4799	NUP50	10762
4800	CCNB1IP1	57820
4801	NHP2	55651
4802	PRKCA	5578
4803	USP20	10868
4804	CLUAP1	23059
4805	C4orf46	201725
4806	CNDP2	55748
4807	VPS13C	54832
4808	CNTROB	116840
4809	REXO2	25996
4810	MGAT2	4247
4811	JMJD4	65094
4812	RAD18	56852
4813	SUMO3	6612
4814	SPPL2A	84888
4815	MXD4	10608
4816	RBM41	55285
4817	CNKSR3	154043
4818	RALBP1	10928
4819	HMGN1	3150
4820	ZNF17	7565
4821	LRRC45	201255
4822	OTUD4	54726
4823	DNAJA1	3301
4824	SFI1	9814
4825	ZNF101	94039
4826	ZBTB5	9925
4827	ANKMY2	57037
4828	PCBD2	84105
4829	LSM12	124801
4830	PRPF38B	55119
4831	HYI	81888
4832	TMEM50B	757
4833	LANCL1	10314
4834	GLG1	2734
4835	NFKB2	4791
4836	TMEM67	91147
4837	TPGS2	25941
4838	IFNGR1	3459
4839	MTHFR	4524
4840	USP21	27005
4841	S100B	6285
4842	RCOR3	55758
4843	HYLS1	219844
4844	MFSD6	54842
4845	TBC1D8B	54885
4846	NAT10	55226
4847	NBR1	4077
4848	DNASE1L1	1774
4849	DGKE	8526
4850	SLC38A6	145389
4851	FAM228B	375190
4852	KIF5B	3799
4853	ADCY6	112
4854	TMEM30B	161291
4855	ARHGEF2	9181
4856	SUPT6H	6830
4857	CEP135	9662
4858	CHCHD5	84269
4859	GLCE	26035
4860	TM7SF3	51768
4861	JRK	8629
4862	TSEN34	79042
4863	ARFGAP3	26286
4864	LENG9	94059
4865	KIAA2013	90231
4866	ITPA	3704
4867	SAMM50	25813
4868	CDK2AP2	10263
4869	DCLRE1C	64421
4870	ZNF865	100507290
4871	IKBKB	3551
4872	LONRF3	79836
4873	COX14	84987
4874	CALM2	805
4875	PRELID1	27166
4876	BTG3	10950
4877	DCUN1D3	123879
4878	USP11	8237
4879	BAX	581
4880	RNF14	9604
4881	DENND1B	163486
4882	TIMM50	92609
4883	FITM2	128486
4884	CDK4	1019
4885	TIGD2	166815
4886	C19orf25	148223
4887	TCP1	6950
4888	CMTM8	152189
4889	RAN	5901
4890	ALKBH7	84266
4891	TRAF3IP2	10758
4892	MPRIP	23164
4893	ANO6	196527
4894	AAR2	25980
4895	PSMB4	5692
4896	GOSR2	9570
4897	OXSR1	9943
4898	FAHD1	81889
4899	ING4	51147
4900	BMI1	648
4901	ATRIP	84126
4902	UBE2K	3093
4903	DPM1	8813
4904	DENND6B	414918
4905	RBM42	79171
4906	CEBPG	1054
4907	CNNM3	26505
4908	ATPAF1	64756
4909	GIPC2	54810
4910	CUTA	51596
4911	DTD1	92675
4912	TOR1AIP2	163590
4913	KIAA1671	85379
4914	CSTB	1476
4915	MLKL	197259
4916	CYP2R1	120227
4917	VAMP8	8673
4918	CASK	8573
4919	PSPC1	55269
4920	PRPSAP2	5636
4921	CDC42BPB	9578
4922	PTPRS	5802
4923	BDKRB2	624
4924	XIAP	331
4925	SEPHS1	22929
4926	FAM83E	54854
4927	DGKA	1606
4928	GPR39	2863
4929	CKAP5	9793
4930	HSD17B8	7923
4931	CSGALNACT2	55454
4932	ABI2	10152
4933	SH3YL1	26751
4934	KDM4C	23081
4935	AUP1	550
4936	ATRAID	51374
4937	CCS	9973
4938	PSMD10	5716
4939	ABHD4	63874
4940	WDR37	22884
4941	ARID4B	51742
4942	BPHL	670
4943	ZC3H12D	340152
4944	TIFA	92610
4945	IQCG	84223
4946	ZNF395	55893
4947	NDUFA9	4704
4948	ZCWPW1	55063
4949	PRMT6	55170
4950	HCFC1	3054
4951	YPEL2	388403
4952	CCDC61	729440
4953	MIF	4282
4954	RTP4	64108
4955	NKIRAS2	28511
4956	REEP3	221035
4957	RFC2	5982
4958	POP1	10940
4959	CNN2	1265
4960	PSMG2	56984
4961	MAP3K3	4215
4962	CTC1	80169
4963	PLEKHA2	59339
4964	CNNM4	26504
4965	ZBTB3	79842
4966	ACD	65057
4967	NBEAL1	65065
4968	POLI	11201
4969	ARRB1	408
4970	DTNBP1	84062
4971	INPP5E	56623
4972	ZNF91	7644
4973	ALKBH8	91801
4974	GUK1	2987
4975	CARHSP1	23589
4976	CHPF2	54480
4977	DCPS	28960
4978	PLD2	5338
4979	SLC26A6	65010
4980	RPP21	79897
4981	XYLT1	64131
4982	HAUS5	23354
4983	MAML2	84441
4984	UNKL	64718
4985	ABCB9	23457
4986	BAG1	573
4987	MCM3AP	8888
4988	LAPTM4B	55353
4989	WDR76	79968
4990	ETFA	2108
4991	ZNF581	51545
4992	ADIPOR1	51094
4993	EEF2K	29904
4994	CCT6A	908
4995	SRBD1	55133
4996	SFXN4	119559
4997	MYO9B	4650
4998	MAP1LC3A	84557
4999	EIF3I	8668
5000	SPSB1	80176
5001	TMED3	23423
5002	SMUG1	23583
5003	SUPT7L	9913
5004	IDH3A	3419
5005	C15orf61	145853
5006	MGST2	4258
5007	TMEM117	84216
5008	TOR1B	27348
5009	DMWD	1762
5010	ZNF616	90317
5011	TPM4	7171
5012	SF3B4	10262
5013	SLC36A1	206358
5014	BRD8	10902
5015	CPT1A	1374
5016	EPM2AIP1	9852
5017	PPARD	5467
5018	PSMC4	5704
5019	STRAP	11171
5020	MRPL53	116540
5021	EIF2AK3	9451
5022	TTC17	55761
5023	RASA3	22821
5024	MRPL39	54148
5025	TET2	54790
5026	TANC1	85461
5027	HELZ	9931
5028	RPS6KC1	26750
5029	NDUFS4	4724
5030	ESYT2	57488
5031	LYRM1	57149
5032	CCDC92	80212
5033	YIPF1	54432
5034	SAMD12	401474
5035	TREX1	11277
5036	CANT1	124583
5037	HNRNPA0	10949
5038	FOXO3	2309
5039	ARMC5	79798
5040	C2CD2	25966
5041	MAD1L1	8379
5042	ZNF70	7621
5043	ALAS1	211
5044	RPUSD2	27079
5045	SRD5A1	6715
5046	PPP1R3D	5509
5047	DNAJA4	55466
5048	PRKAR1A	5573
5049	ZNF214	7761
5050	PHC2	1912
5051	MECOM	2122
5052	ADM2	79924
5053	ARL8A	127829
5054	WDFY2	115825
5055	LGALSL	29094
5056	MSANTD3	91283
5057	CTNNBIP1	56998
5058	TEX264	51368
5059	ANO10	55129
5060	NDUFA8	4702
5061	PCBP1	5093
5062	NKRF	55922
5063	DVL1	1855
5064	TRMT1L	81627
5065	AHR	196
5066	NCOA1	8648
5067	NUCB1	4924
5068	NDUFAF2	91942
5069	BIN1	274
5070	VDAC1	7416
5071	CETN2	1069
5072	IL10RB	3588
5073	CUL4B	8450
5074	TBC1D7	51256
5075	OGFR	11054
5076	IRAK1BP1	134728
5077	SHMT2	6472
5078	CENPN	55839
5079	FKBP14	55033
5080	ZFP30	22835
5081	MARVELD3	91862
5082	ZNF780A	284323
5083	GPR89B	51463
5084	RMI1	80010
5085	CNOT6	57472
5086	CHPF	79586
5087	MED15	51586
5088	ANKH	56172
5089	MRPL36	64979
5090	MAPRE1	22919
5091	WDR26	80232
5092	C1orf122	127687
5093	PDE8A	5151
5094	IFT46	56912
5095	SMYD3	64754
5096	NRARP	441478
5097	SMPD4	55627
5098	SMYD2	56950
5099	NDUFA7	4701
5100	ZNF358	140467
5101	MRPS33	51650
5102	RNFT1	51136
5103	ZC3H18	124245
5104	PEPD	5184
5105	UHRF2	115426
5106	ZNF784	147808
5107	FDXACB1	91893
5108	BCAP29	55973
5109	COQ6	51004
5110	ZNF589	51385
5111	UTP20	27340
5112	TMEM25	84866
5113	SH3D19	152503
5114	FIS1	51024
5115	ZNF429	353088
5116	TLE3	7090
5117	METTL1	4234
5118	ARSA	410
5119	RBM15	64783
5120	POGZ	23126
5121	HECTD2	143279
5122	BCKDK	10295
5123	GLB1	2720
5124	NISCH	11188
5125	CEP78	84131
5126	HSPE1-MOB4	100529241
5127	SESTD1	91404
5128	ACVR1B	91
5129	SCNM1	79005
5130	VWA7	80737
5131	CD81	975
5132	FANCF	2188
5133	PIGK	10026
5134	COQ9	57017
5135	RPS19	6223
5136	PDXP	57026
5137	EIF3A	8661
5138	WSB2	55884
5139	ZFP3	124961
5140	NOXA1	10811
5141	TNFRSF10B	8795
5142	ARAP1	116985
5143	ANKS3	124401
5144	TBCD	6904
5145	RALGAPA1	253959
5146	TBC1D14	57533
5147	ZNF763	284390
5148	GDE1	51573
5149	ABCB10	23456
5150	DEGS1	8560
5151	TWF1	5756
5152	GALNT5	11227
5153	PGBD4	161779
5154	NUDT2	318
5155	TIMM10	26519
5156	LYSMD4	145748
5157	PRRC2A	7916
5158	SDHA	6389
5159	BCKDHA	593
5160	DROSHA	29102
5161	DMTF1	9988
5162	ELF3	1999
5163	PPP2R5D	5528
5164	PIGM	93183
5165	CEP290	80184
5166	CSK	1445
5167	ZNF445	353274
5168	C1orf54	79630
5169	SORT1	6272
5170	CIAPIN1	57019
5171	ERAL1	26284
5172	CSF1	1435
5173	HNF1A	6927
5174	SAMD10	140700
5175	AKAP8L	26993
5176	CCT2	10576
5177	UGCG	7357
5178	CLIP2	7461
5179	FCHSD2	9873
5180	RPL38	6169
5181	SKA2	348235
5182	NAF1	92345
5183	MFSD1	64747
5184	POU2F1	5451
5185	S100A13	6284
5186	DMAP1	55929
5187	ELF1	1997
5188	WWC1	23286
5189	PPP1R12C	54776
5190	RALY	22913
5191	COPG2	26958
5192	BNIP1	662
5193	VANGL1	81839
5194	NXT1	29107
5195	PSD4	23550
5196	NDUFB5	4711
5197	SLC29A3	55315
5198	TEK	7010
5199	DZIP3	9666
5200	ZNF792	126375
5201	PIWIL4	143689
5202	RILPL2	196383
5203	RBM43	375287
5204	PRPF19	27339
5205	POP4	10775
5206	TXLNG	55787
5207	KANSL1	284058
5208	LUZP6	767558
5209	RHNO1	83695
5210	ACTN1	87
5211	PABPC4	8761
5212	SCMH1	22955
5213	PSMG3	84262
5214	TBX2	6909
5215	TTC22	55001
5216	TOMM6	100188893
5217	GATAD2B	57459
5218	C15orf39	56905
5219	GNAI2	2771
5220	SYAP1	94056
5221	MAPKBP1	23005
5222	ZNF516	9658
5223	N4BP2L2	10443
5224	COG6	57511
5225	UTP3	57050
5226	SLC24A1	9187
5227	LFNG	3955
5228	TRIM13	10206
5229	PITPNA	5306
5230	TMEM101	84336
5231	TSPAN9	10867
5232	ZNF284	342909
5233	OSTM1	28962
5234	DHODH	1723
5235	DCTN3	11258
5236	HOXB7	3217
5237	NPHP4	261734
5238	UNK	85451
5239	BBS2	583
5240	TSHZ1	10194
5241	ZSCAN30	100101467
5242	ARID1A	8289
5243	ATP9B	374868
5244	MORF4L2	9643
5245	SYF2	25949
5246	ZFYVE21	79038
5247	SCRIB	23513
5248	NME7	29922
5249	RGL2	5863
5250	IL15RA	3601
5251	ANXA5	308
5252	PDSS1	23590
5253	MED31	51003
5254	SRSF10	10772
5255	OSBPL5	114879
5256	BIRC6	57448
5257	KPNA3	3839
5258	BDH1	622
5259	ABL2	27
5260	ADPRH	141
5261	TACC2	10579
5262	ZNF718	255403
5263	SIPA1L3	23094
5264	DGCR8	54487
5265	C4orf19	55286
5266	SETMAR	6419
5267	TESK2	10420
5268	HAGH	3029
5269	TJP3	27134
5270	RAB3D	9545
5271	MCPH1	79648
5272	DIDO1	11083
5273	MEX3D	399664
5274	RHBDD2	57414
5275	SH3KBP1	30011
5276	KIF13B	23303
5277	SPG21	51324
5278	ELOVL7	79993
5279	NOP16	51491
5280	SORBS3	10174
5281	RNF44	22838
5282	SP2	6668
5283	HMGN3	9324
5284	ACAT2	39
5285	SYS1	90196
5286	CDC42	998
5287	SLC25A15	10166
5288	FYN	2534
5289	CCT5	22948
5290	TRAK2	66008
5291	NEURL4	84461
5292	REPS2	9185
5293	TRMT44	152992
5294	PAG1	55824
5295	IGHMBP2	3508
5296	RNASEL	6041
5297	RBAK	57786
5298	CHMP4C	92421
5299	FANCL	55120
5300	ZFP14	57677
5301	EFCAB11	90141
5302	SLC25A3	5250
5303	SNRNP70	6625
